Franchise,Movie_Count,revenue,ganancia_promedio_por_franquicia
The Fly (1958 series),3,3000000.0,0.0
Missing in Action Collection,3,39761759.0,0.0
Balto Collection,3,11348324.0,368000602.33
Crocodile Dundee Collection,3,607248390.0,0.0
Heart of Gold Collection,3,43842412.0,55196082.0
Back to the Future Collection,3,957637345.0,0.0
Quatermass (Hammer series),3,0.0,0.0
xXx Collection,3,694669972.0,191206.0
Shiloh Collection,3,0.0,0.0
The Man With No Name Collection,3,35500000.0,0.0
Dumb and Dumber Collection,3,456379899.0,0.0
Evil Dead Collection,3,35323044.0,1072236184.33
War Trilogy,3,0.0,0.0
Ghostbusters Collection,3,739754714.0,0.0
Urban Legend,3,111101957.0,0.0
Before... Collection,3,32704489.0,0.0
Psycho Collection,3,81206606.0,0.0
Blair Witch Collection,3,293172994.0,0.0
Dungeons & Dragons Collection,3,15185241.0,0.0
Tetsuo Collection,3,0.0,0.0
Spider-Man Collection,3,2496346518.0,0.0
Tarzan (Animation) Collection,3,448000000.0,0.0
The Substitute Collection,3,0.0,0.0
Meet the Parents Collection,3,1157737569.0,0.0
Austin Powers Collection,3,675279506.0,0.0
Barrytown Trilogy,3,0.0,402217067.67
Rugrats Collection,3,100491786.0,661244603.33
Captain America 1979 Classic Collection,2,0.0,4354466.0
Now You See Me Collection,2,452600231.0,0.0
Hotel Transylvania Collection,2,831602561.0,0.0
Carmina - Colección,2,0.0,100656500.5
Sinister Collection,2,130594457.0,0.0
Evil Bong Collection,2,0.0,22217219.5
Bleach (Collection),2,0.0,0.0
The X-Files Collection,2,257567747.0,107366675.5
Tengen Toppa Gurren Lagann Collection,2,0.0,0.0
"F*ck You, Goethe Collection",2,83027924.0,1212273773.5
The Conjuring Collection,2,638170149.0,4067515.5
Mulan Collection,2,304320254.0,0.0
Manuale d'amore - Collezione,2,0.0,0.0
French Connection Collection,2,53643201.0,0.0
Planes Collection,2,370954499.0,0.0
Young Guns Collection,2,44726644.0,0.0
Trapped in the Closet,2,0.0,13862000.0
Les Mystères de l'ouest (Collection),2,0.0,0.0
101 Dalmatians (Live-Action) Collection,2,504301065.0,190243335.5
The Saint Collection,2,118063304.0,203058416.0
Dabangg Collection,2,0.0,3553485119.5
Ride Along Collection,2,278825135.0,48444999.0
We Are From The Future Collection,2,8910819.0,61160227.5
Grease Collection,2,196985246.0,0.0
George of the Jungle Collection,2,0.0,64916194.5
The Odd Couple Collection,2,44527234.0,15493847.5
Gor Collection,2,0.0,0.0
... Has Fallen Collection,2,366780087.0,0.0
Le Cœur des Hommes,2,0.0,0.0
Count Yorga Collection,2,0.0,130150774.0
The Three Brothers Collection,2,0.0,160330802.0
McHale's Navy Collection,2,4529843.0,0.0
Don Collection,2,0.0,0.0
Race Collection,2,0.0,228697410.0
Nick Carter Collection,2,0.0,0.0
The Angel Collection,2,0.0,18321419.0
Seventh Company Collection,2,0.0,0.0
Tai Chi Collection,2,0.0,195013471.0
Turbulence Collection,2,11466088.0,0.0
Man of Steel Collection,2,1536105712.0,0.0
Bullit & Riper Collection,2,0.0,1515742071.5
A Haunted House Collection,2,60141683.0,2577662.5
Batman: The Dark Knight Returns Collection,2,0.0,0.0
Frozen Collection,2,1274219009.0,0.0
The Sentimental Swordsman Collection,2,0.0,39123823.5
Jack Reacher Collection,2,380486671.0,0.0
The Man with the Iron Fists Collection,2,15608545.0,0.0
Mr. Bean Collection,2,480949014.0,0.0
Fearless Hyena Collection,2,0.0,0.0
Brother Collection,2,0.0,0.0
Dick Tracy 1940s Collection,2,0.0,65011723.5
King Kong (1976 series),2,95325665.0,0.0
Klovn,2,0.0,0.0
King Kong (1933 series),2,10000000.0,0.0
Outrage Collection,2,0.0,78444451.5
Stepford Collection,2,0.0,7973858.5
Elizabeth Collection,2,156388205.0,82500.0
Napapiirin sankarit,2,0.0,0.0
Mechanic Collection,2,176800442.0,166554230.5
Vampires Collection,2,0.0,0.0
Dead Space Collection,2,0.0,0.0
The Thing Collection,2,47758430.0,0.0
New Kids Collection,2,8786756.0,0.0
Daffy Duck Movie Collection,2,0.0,0.0
Rio Collection,2,984824195.0,100978844.0
Benvenuti al... Collection,2,100584679.0,5000000.0
Eye of the Dolphin Collection,2,71904.0,47662832.5
Rosemary's Baby Collection,2,33395426.0,0.0
Philo Vance Collection,2,0.0,207175773.0
Horrible Bosses Collection,2,224670357.0,0.0
Dhamaal Collection,2,0.0,0.0
Henry: Portrait of a Serial Killer Collection,2,0.0,0.0
The Secret Of NIMH Collection,2,14665733.0,0.0
Garfield Holiday Celebrations,2,0.0,0.0
Fletch Collection,2,94763848.0,0.0
La Classe Américaine & Cie,2,0.0,0.0
Romancing the Stone Collection,2,183345438.0,0.0
Grown Ups Collection,2,518414467.0,21500000.0
Little Nicholas Collection,2,0.0,0.0
Piranha 3D Collection,2,91681893.0,711455.0
The Fly Collection,2,99532338.0,0.0
The President's Man Collection,2,0.0,0.0
The Last Exorcism Collection,2,82917392.0,0.0
Gasland Collection,2,0.0,909303833.0
Machete Collection,2,46336060.0,0.0
Tarzan (Lex Barker series),2,0.0,19704595.5
Vampires Suck Collection,2,80547866.0,5371883.5
Men in the City Collection,2,0.0,0.0
Superman / Batman (Animated) Collection,2,0.0,0.0
The Gate Collection,2,0.0,0.0
Monsters Collection,2,4242978.0,0.0
Korengal Valley Documentaries,2,1422910.0,13687192.0
RED Collection,2,71664962.0,0.0
Cocoon Collection,2,110338043.0,0.0
Sammy's Adventure Collection,2,0.0,46800000.0
The Riffs Trilogy,2,0.0,0.0
The Bill Douglas Trilogy,2,0.0,28435207.0
Tangled Collection,2,591794936.0,0.0
Charlotte's Web Collection,2,0.0,0.0
Gantz Collection,2,0.0,0.0
Fright Night (Reboot) Collection,2,24922237.0,0.0
Stake Land Collection,2,33245.0,0.0
Eden of the East Collection,2,0.0,0.0
Jingle All the Way Collection,2,129832389.0,0.0
The Raid Collection,2,6732396.0,0.0
Gamma One Collection,2,0.0,0.0
La trilogie de la mort – Nacho Cerda,2,0.0,0.0
Bambi Collection,2,267447150.0,0.0
Best Exotic Marigold Hotel Collection,2,222814422.0,133344760.5
Flubber Collection,2,0.0,0.0
Think Like a Man Collection,2,166251935.0,0.0
Three Steps Above Heaven Collection,2,0.0,0.0
Boys Love Collection,2,0.0,0.0
Largo Winch Collection,2,0.0,0.0
The Huntsman Collection,2,561202163.0,5408781.0
Prometheus Collection,2,635550385.0,0.0
The Pact Collection,2,0.0,0.0
A Few Best Men Collection,2,29131311.0,0.0
The Poseidon Adventure Collection,2,84563118.0,0.0
Ted Collection,2,766390903.0,0.0
Elling Collection,2,0.0,0.0
The Amazing Spider-Man Collection,2,1457933289.0,477618621.5
The Gremlins Collection,2,194565309.0,0.0
Jump Street Collection,2,390026942.0,6000000.0
Goon Collection,2,6483963.0,0.0
The Dead Collection,2,0.0,0.0
Singham Collection,2,25034000.0,0.0
Birdemic Collection,2,0.0,0.0
TRON Collection,2,433062763.0,72885763.5
The Inbetweeners Collection,2,88025781.0,0.0
"Fat, Sick & Nearly Dead",2,0.0,0.0
Masti Collection,2,47000000.0,0.0
Ironclad Collection,2,0.0,0.0
The Avengers Collection,2,2924961604.0,85567730.0
Splash Collection,2,69821334.0,0.0
The Rescuers Collection,2,118647330.0,0.0
Peter Pan Collection,2,197267333.0,0.0
Kokowääh Filmreihe,2,43000000.0,0.0
101 Dalmatians (Animated) Collection,2,215880014.0,0.0
Lady and the Tramp Collection,2,93600000.0,148000000.0
The Jungle Book Collection,2,341523612.0,0.0
Born To Race Collection,2,0.0,811082.0
Dolphin Tale Collection,2,147828930.0,16111283.5
Cat Run Collection,2,0.0,0.0
Grave Encounters Collection,2,0.0,0.0
Detective Dee Collection,2,124011068.0,0.0
The Woman in Black Collection,2,154232059.0,9655275.0
Iron Sky Collection,2,8135031.0,8925355.5
Babysitting,2,0.0,0.0
Teen Beach Collection,2,0.0,0.0
Phobia Collection,2,0.0,0.0
Burnout Collection,2,0.0,0.0
The Crossing Collection,2,0.0,0.0
Snow Collection,2,0.0,0.0
Twitches Collection,2,0.0,0.0
Robert,2,0.0,0.0
The Falcon Series,2,0.0,23168030.0
Little Witch Academia Collection,2,0.0,0.0
Das Sams Collection,2,0.0,0.0
El pico - Colección,2,2264522.0,0.0
Baby Burlesks,2,0.0,269844695.5
The Underdog Knight Collection,2,0.0,1128527196.5
The Lego Movie Collection,2,781111076.0,0.0
Detective K Collection,2,0.0,0.0
The Mask Collection,2,351583407.0,0.0
The Flintstones (Live-Action) Collection,2,401099483.0,144867314.0
Adventures of Mowgli,2,0.0,0.0
Hornblower Collection,2,0.0,2583170.0
Flying Guillotine Collection,2,0.0,41997886.5
Wizards of Waverly Place Collection,2,0.0,145445186.5
Wallander (Rolf Lassgård),2,0.0,304920818.5
Parasyte Collection,2,0.0,0.0
The Bridge,2,0.0,768052856.0
Santa Baby Collection,2,0.0,0.0
Moskva-Kassiopeya Collection,2,0.0,0.0
"Hard Revenge, Milly Collection",2,0.0,0.0
Library Wars Collection,2,0.0,23236811.0
Saheb Biwi Aur Gangster Collection,2,0.0,0.0
Bhoothnath Collection,2,0.0,0.0
Bad Kids Collection,2,0.0,0.0
Hot Shots! Collection,2,314848989.0,0.0
Hard Target Collection,2,74189677.0,122041188.0
Love in a... Collection,2,0.0,0.0
The Fugitive / U.S. Marshals Collection,2,471243165.0,0.0
The Endless Summer Collection,2,0.0,23500000.0
Kusswechsel Filmreihe,2,0.0,21983627.5
City Slickers Collection,2,179033791.0,0.0
Bahubali Collection,2,330000000.0,2264921.5
Lavalantula Collection,2,0.0,64521435.5
Stakeout Collection,2,0.0,0.0
Scuola di ladri - Collezione,2,0.0,88400221.0
Descendants Collection,2,0.0,578868784.5
Mobile Suit Gundam Collection,2,0.0,0.0
Calcutta Trilogy,2,0.0,0.0
Street Fighter,2,112187722.0,0.0
Attack on Titan Collection,2,0.0,827618059.0
Timecop Collection,2,101646581.0,0.0
Speed Collection,2,514956211.0,0.0
The Vampire Chronicles,2,269143718.0,62815973.5
A Goofy Movie Collection,2,35348597.0,0.0
We Were Here,2,0.0,0.0
Brooklyn Cigar Store Collection,2,9624430.0,0.0
DC Super Hero Girls Collection,2,0.0,0.0
식객 시리즈,2,0.0,0.0
The Lawnmower Man Collection,2,34510225.0,12740245.0
Pocahontas Collection,2,346079773.0,0.0
Mortal Kombat Collection,2,173572781.0,36218219.5
Babe Collection,2,323266770.0,106000000.0
Karlson Collection,2,0.0,19880879.5
Chili Palmer Collection,2,210327738.0,1389488997.5
John Pinette Collection,2,0.0,0.0
Epoch Collection,2,0.0,0.0
Shadow Boxing Collection,2,19434733.0,0.0
Mommies Collection,2,11666088.0,0.0
"All inclusive, или все включено (Коллекция)",2,0.0,5833044.0
Облако-рай (Коллекция),2,0.0,0.0
The Aum Shinrikyo Collection,2,0.0,0.0
Dark World Collection,2,2118871.0,2121489.0
Hooked Collection,2,5998765.0,653187931.5
Psy Collection,2,0.0,86786390.5
Father of the Bride Collection,2,165904691.0,0.0
Что Творят мужчины! (Коллекция),2,0.0,0.0
Mister Blot Collection,2,0.0,0.0
Screamers Collection,2,5781885.0,0.0
Detective Conan Collection,2,0.0,240474507.0
Klassefesten (Samling),2,0.0,0.0
Sherlock Holmes: The Golden Years Collection,2,0.0,0.0
Witchcraft Collection,2,0.0,0.0
Clerks Collection,2,30039506.0,0.0
Burnt by the Sun Trilogy,2,2616503.0,0.0
Fimfárum (kolekce),2,0.0,0.0
All Stars Collectie,2,0.0,152160127.0
Thumbs! Collection,2,0.0,0.0
Under Siege Collection,2,260887222.0,0.0
Feluda Collection,2,0.0,228833647.5
Teen Titans Collection,2,0.0,50367359.0
Billa Collection,2,0.0,0.0
Tognazzi & Vianello Collection,2,0.0,0.0
Síť (kolekce),2,110627965.0,0.0
Power Rangers Collection,2,83979739.0,0.0
Animation Runner Kuromi (OAV collection),2,0.0,0.0
Megazone 23 Collection,2,0.0,0.0
M.D. Geist Collection,2,0.0,0.0
Little Forest Collection,2,0.0,0.0
The Bremen Town Musicians (Collection),2,0.0,0.0
Circuitry Man Collection,2,0.0,0.0
Big Man Collection,2,0.0,0.0
Un éléphant ça trompe énormément,2,0.0,0.0
The Secret Garden Collection,2,0.0,0.0
1920 Collection,2,0.0,0.0
The Shadow Collection,2,48063435.0,108409593.0
Cowgirls n' Angels Collection,2,120680.0,0.0
8MM Collection,2,96618699.0,107868105.0
Ski School Collection,2,0.0,0.0
Painted Skin Collection,2,0.0,8661068.0
Best of the Best Collection,2,6500000.0,161434360.5
Les Tuche,2,0.0,22180995.5
The Water of the Hills Collection,2,0.0,402407531.0
Ringo Collection,2,0.0,0.0
Basic Instinct Collection,2,391556702.0,0.0
Anche gli angeli - Collezione,2,0.0,18065000.0
Trilogy Marseillaise,2,0.0,188457960.5
L'allenatore nel pallone - Collezione,2,10743767.0,0.0
Weekend at Bernie's Collection,2,30218387.0,0.0
Dirty Dancing Collection,2,241639290.0,0.0
Freeway Collection,2,0.0,20813715.5
V: The Collection,2,0.0,4393378.0
The Fox and the Hound Collection,2,29800000.0,0.0
Caballeros Collection,2,0.0,668505646.5
Winnetou Collection,2,0.0,1554952.0
Tom Thorne Collection,2,0.0,8500000.0
The Shaggy Dog Collection,2,0.0,50038171.0
The Amazing Colossal Man Duology,2,0.0,0.0
Cyborg Cop Trilogy,2,0.0,0.0
The Blues Brothers Collection,2,129281274.0,0.0
Davy Crockett Collection,2,0.0,0.0
Ouija Collection,2,185296017.0,0.0
Contracted Collection,2,0.0,2385145.5
Carrie Collection,2,51562705.0,0.0
My Mom is a Character Collection,2,0.0,0.0
Ocho apellidos - Colección,2,0.0,0.0
Torchy Blane,2,0.0,226300115.5
Belle et Sébastien,2,0.0,0.0
Prudence et Bélisaire Beresford Collection,2,0.0,1113583.5
The Blob Collection,2,0.0,0.0
God's Not Dead Collection,2,53296567.0,0.0
Fantasia Collection,2,174194570.0,562387027.0
Neighbors Collection,2,376915921.0,0.0
Guardians of the Galaxy Collection,2,1636744770.0,20843621.5
Detective Collection,2,0.0,0.0
Teenage Mutant Ninja Turtles (Remake) Collection,2,722823848.0,0.0
Antboy Collection,2,0.0,0.0
The Durango Kid,2,0.0,0.0
The Maze Runner Collection,2,659576787.0,1200000.0
Madicken,2,0.0,0.0
John Wick Collection,2,260301548.0,30883348.0
The Jake Gittes Collection,2,40000000.0,1100563.0
The Sting Collection,2,165963399.0,0.0
Santas Paw,2,0.0,59603536.5
Kenny Rogers Legend Of The Gambler,2,0.0,5638520.5
Ghost in the Shell: Stand Alone Complex,2,0.0,0.0
The Little Polar Bear Collection,2,0.0,98654513.5
Lucky Luke (Animation) Collection,2,0.0,27333977.0
Erkan & Stefan Filmreihe,2,4508104.0,0.0
Seven Dwarfs Collection,2,0.0,0.0
Ants in the Pants Collection,2,0.0,0.0
Dead Rising Collection,2,0.0,0.0
Hardbodies Collection,2,0.0,92648008.5
Space Dogs,2,6500000.0,0.0
The War of Flower Collection,2,0.0,0.0
Munna Bhai Collection,2,0.0,0.0
Heavy Metal Collection,2,0.0,0.0
Homeward Bound Collection,2,32709423.0,0.0
Beauty and the Beast Collection,2,377350553.0,0.0
Barbie A Mermaid Tale Collection,2,31930745.0,203801453.0
Barbie Mariposa Collection,2,0.0,0.0
Hera Pheri Collection,2,0.0,0.0
Bulldog Drummond (Richard Johnson) Collection,2,0.0,0.0
Sarkar Collection,2,5900000.0,0.0
Cetto La Qualunque - Collezione,2,8927600.0,0.0
The Brady Bunch Collection,2,0.0,0.0
Tanu Weds Manu Collection,2,252000.0,18738.0
Johnny Tsunami Collection,2,0.0,441924283.5
Girl's on Top Collection,2,0.0,0.0
Spiders - Collection,2,0.0,0.0
The Apple Dumpling Gang Collection,2,0.0,0.0
The Happy Hooker Collection,2,0.0,0.0
The Space Odyssey Series,2,109100657.0,28031331.0
Tarzan (Gordon Scott series),2,0.0,0.0
"Impy, the small dinosaur Collection",2,0.0,0.0
Unstable Fables Collection,2,0.0,0.0
Fifty Shades Collection,2,949833622.0,200537980.0
Escape From ... Collection,2,92522065.0,37280960.0
Sunes samtliga Resor,2,0.0,98633666.5
Lotta,2,0.0,9635660.0
Borsalino Collection,2,3.0,35343714.5
The Nutty Professor Collection,2,252077290.0,0.0
Family Guy Presents Collection,2,0.0,0.0
The Hunchback of Notre Dame Collection,2,100138851.0,0.0
Independence Day Collection,2,1206651203.0,0.0
Hercules (Lou Ferrigno) Collection,2,10676194.0,45840946.5
Trainspotting Collection,2,57903789.0,0.0
Lilla Jönsonligan Collection,2,0.0,2260788413.0
The Arrival Collection,2,14048372.0,0.0
ДухLess (Коллекция),2,13218980.0,201428310.0
Mardock Scramble Collection,2,0.0,185477249.5
Cardcaptor Sakura Collection,2,0.0,781706357.0
Gwendolyn Shepherd Collection,2,0.0,41644322.0
The Hustler Collection,2,59893982.0,173039886.5
Magic Mike Collection,2,289734628.0,0.0
The Hitcher (1986) Collection,2,5844868.0,349150398.0
Nanny McPhee Collection,2,215736210.0,152321618.5
The Dentist Collection,2,0.0,61772134.0
The Legend Collection,2,6924581.0,88670332.5
District 13 Collection,2,18370506.0,90003214.5
The Cell Collection,2,104155843.0,41989869.5
Hoodwinked! Collection,2,64575616.0,140802339.5
Project A Collection,2,0.0,0.0
Pumpkinhead Collection,2,4385516.0,0.0
The Tall Blond Man Collection,2,0.0,0.0
The Comedians Of Comedy Collection,2,0.0,16137995.5
Havoc Collection,2,0.0,317775192.5
The Pink Panther (Steve Martin) Collection,2,75871032.0,0.0
Gator Collection,2,0.0,0.0
Hollow Man Collection,2,190213455.0,0.0
Nekromantik Collection,2,0.0,40603303.0
Pulse Collection,2,29907685.0,0.0
"Heaven, Hell and Purgatory Collection",2,0.0,6473940.0
Johnny English Collection,2,320661604.0,0.0
Django - Original films,2,17277.0,14953842.5
La cage aux folles,2,27374384.0,0.0
The Hills Have Eyes (Original) Collection,2,25000000.0,2192758.0
Ultimate Avengers Collection,2,14600000.0,0.0
Blue Crush Collection,2,51842679.0,0.0
Miss Congeniality Collection,2,212000000.0,0.0
The Emperor's New Groove Collection,2,169327687.0,1163212.0
Wall Street Collection,2,178596090.0,0.0
The Sisterhood of the Traveling Pants Collection,2,83405478.0,20427709.5
My Friends Collection,2,0.0,0.0
Fantastic Four Collection,2,619627482.0,35832481.0
"Crouching Tiger, Hidden Dragon Collection",2,213525736.0,0.0
Nobody Collection,2,0.0,0.0
The Dukes Of Hazzard Collection,2,110803676.0,0.0
Agent Cody Banks Collection,2,87614809.0,0.0
Charlie's Angels Collection,2,523281333.0,363936618.5
Waiting Collection,2,18637690.0,0.0
Into the Blue Collection,2,44434439.0,0.0
976-EVIL Collection,2,2955917.0,0.0
The Sorority House Massacre Collection,2,0.0,1011707.0
Wolf Creek Collection,2,37393092.0,50936912.5
The Descent Collection,2,0.0,77425747.5
The Wild Geese Collection,2,0.0,124436917.0
Election Collection,2,0.0,0.0
The Hills Have Eyes (Reboot) Collection,2,69623713.0,0.0
Emil i Lönneberga,2,0.0,0.0
Happily N'Ever After Collection,2,38085778.0,616710863.5
OSS 117 Collection,2,0.0,0.0
Reeker Collection,2,0.0,0.0
She Collection,2,0.0,11748565.5
Nevada Smith Collection,2,0.0,11321016.5
Breakin' Collection,2,0.0,0.0
Another Gay Movie Collection,2,745327.0,0.0
A Man Called Horse Collection,2,0.0,0.0
Loose Change Collection,2,0.0,139412567.5
The Lost Skeleton Collection,2,0.0,0.0
Happy Feet Collection,2,534742074.0,0.0
House of 1000 Corpses Collection,2,16829545.0,13688536.5
Man of Marble/Iron Collection,2,0.0,492412097.5
Smokin' Aces Collection,2,57103895.0,15025014.0
The Messengers Collection,2,1109660.0,59877139.0
The Flicka Collection,2,0.0,0.0
SPL Collection,2,0.0,0.0
Ghost Rider Collection,2,377955748.0,672227578.5
Kidulthood Collection,2,165000.0,176033174.0
Jeepers Creepers Collection,2,122320455.0,0.0
Philo & Clyde Collection,2,70687429.0,0.0
Silent Hill Collection,2,149910249.0,0.0
Firestarter Collection,2,17080167.0,668563047.0
The Protector Collection,2,30468044.0,56446159.5
Die Nibelungen Collection,2,0.0,91672719.0
The Emigrants Collection,2,0.0,0.0
The Streetfighter Collection,2,0.0,16697713.0
F/X Collection,2,20603715.0,0.0
28 Days/Weeks Later Collection,2,146958325.0,50245893.0
See No Evil Collection,2,0.0,0.0
Finding Nemo Collection,2,1968906425.0,30850000.0
The Gidget Collection,2,0.0,424867449.5
Road Trip Collection,2,119754278.0,58321673.0
The Sheriff and the Satellite Kid Collection,2,0.0,0.0
9½ Weeks Collection,2,6735922.0,0.0
Crank Collection,2,77491618.0,0.0
Bon Cop Bad Cop Collection,2,12671300.0,0.0
Almighty Collection,2,657572835.0,0.0
Shanghai Noon Collection,2,145255792.0,0.0
Saturday Night Fever Collection,2,302005854.0,0.0
Clint Eastwood's Iwo Jima Collection,2,134573477.0,0.0
Annie Collection,2,57059003.0,0.0
Sin City Collection,2,198141436.0,0.0
Walking Tall Original Collection,2,0.0,0.0
The Crimson Rivers Collection,2,0.0,3669493.5
Cats & Dogs Collection,2,205858915.0,0.0
Dream a Little Dream Collection,2,0.0,0.0
Teen Wolf Collection,2,0.0,0.0
Battle Royale Collection,2,25000000.0,0.0
Mean Girls Collection,2,129042871.0,2950000.0
Kindergarten Cop Collection,2,201957688.0,0.0
Van Helsing Collection,2,300257475.0,151002927.0
Patlabor Collection,2,0.0,45519138.0
WarGames Collection,2,79567667.0,439153903.0
My Big Fat Greek Wedding Collection,2,457667295.0,0.0
My Wife is a Gangster Collection,2,0.0,14225876.0
Fubar Collection,2,0.0,448277515.0
Tomb Raider Collection,2,431208728.0,0.0
Eddie and the Cruisers Collection,2,4786789.0,0.0
White Fang Collection,2,34793160.0,228558768.0
The Foreigner Collection,2,0.0,302191463.0
The Kingdom,2,0.0,2890942.5
Atlantis Collection,2,186053725.0,0.0
Fortress Collection,2,6739141.0,0.0
Batman Beyond Collection,2,0.0,0.0
Yossi Collection,2,116207.0,0.0
Pumping Iron Collection,2,0.0,0.0
The Hunters Collection,2,0.0,0.0
Short Circuit Collection,2,62327849.0,0.0
The Man From Snowy River Collection,2,20659423.0,198001.5
Dr Goldfoot Collection,2,0.0,351800239.0
Unna Trilogie,2,0.0,0.0
Blacula Collection,2,0.0,9717366.5
USA: Land of Opportunities Collection,2,17355754.0,0.0
Bill & Ted's Most Excellent Collection,2,40485039.0,65388058.0
Cheaper by the Dozen Collection,2,319393943.0,72627896.0
The Female Prisoner Series,2,0.0,9856130.5
Täällä Pohjantähden alla (Timo Koivusalo),2,0.0,0.0
Evangelion Collection,2,20000000.0,0.0
Kirikou,2,0.0,0.0
Hellboy Collection,2,259707050.0,0.0
If These Walls Could Talk Collection,2,0.0,0.0
Running Out Of Time Collection,2,0.0,0.0
3 Men Collection,2,0.0,429321839.5
The Wog Boy Collection,2,0.0,0.0
Herr Lehmann Filmreihe,2,0.0,0.0
Mr. Vampire Collection,2,0.0,0.0
Demons Collection,2,0.0,31163924.5
Trilogy of Terror Collection,2,0.0,0.0
Star Wars: The Ewok Adventures Collection,2,0.0,10175377.0
Barefoot Gen Collection,2,0.0,1477903504.0
Brancaleone Collection,2,1314230.0,0.0
The Rutles Collection,2,0.0,0.0
Dr. Who Collection,2,0.0,0.0
The Are We Collection,2,97918663.0,74955124.5
Alone in the Dark Collection,2,10442808.0,84445.0
Mannequin Collection,2,46473622.0,0.0
Ирония судьбы (Коллекция),2,55635037.0,99070718.0
Joe Dirt Collection,2,30987695.0,4850000.0
World of Watches Collection,2,70862717.0,12517000.0
The Paleface Collection,2,0.0,24008701.0
Dolemite Collection,2,0.0,65297228.5
Mountain Family Robinson Collection,2,0.0,0.0
Save The Last Dance Collection,2,91038276.0,144462089.5
Leningrad Cowboys Collection,2,0.0,11386009.5
The Princess Diaries Collection,2,260484588.0,0.0
Dorm Daze Collection,2,263941.0,0.0
The Stepfather Collection,2,1519796.0,0.0
House of the Dead Collection,2,13818181.0,14000000.0
Kill Bill Collection,2,333108461.0,0.0
Texas Chainsaw (Reboot) Collection,2,107071655.0,0.0
100 Girls Collection,2,0.0,171417.5
Barbarian Queen Collection,2,0.0,0.0
The Twins Effect Collection,2,0.0,99274502.0
Dark Woods Collection,2,0.0,28551947.5
Bad Santa Collection,2,94271067.0,0.0
Like Mike Collection,2,0.0,9497326.5
C.H.U.D. Collection,2,3412497.0,0.0
Our Man Flint Collection,2,0.0,6200000.0
Dr. Phibes Collection,2,0.0,0.0
Open Water Collection,2,54667954.0,0.0
Demetrius Filmreihe,2,36000000.0,31900172.5
Bummer Collection,2,1600000.0,3250000.0
Azumi Collection,2,0.0,66269831.5
What the Bleep! Collection,2,10138913.0,257478105.5
Cat People Collection,2,4000000.0,1248173259.0
Brother Bear Collection,2,0.0,0.0
White Noise Collection,2,91196419.0,0.0
Hidden Collection,2,0.0,34910667.0
Daddy Day Camp Collection,2,182631265.0,225877912.0
War of the Worlds Collection,2,0.0,0.0
Without a Paddle Collection,2,69631118.0,275116915.0
Kiler Collection,2,0.0,0.0
Sugata Sanshirō Collection,2,0.0,16622.5
Half Past Dead Collection,2,0.0,0.0
Fright Night Collection,2,27906021.0,0.0
Stir of Echoes Collection,2,21133087.0,598258754.0
The Spiders Serial,2,0.0,227656413.0
Grey Gardens Collection,2,0.0,311450000.0
A Christmas Story Collection,2,19294144.0,3717247395.0
Fullmetal Alchemist Collection,2,7401480.0,0.0
State Property Collection,2,3798544.0,0.0
AVP Collection,2,212980929.0,4450000.0
Airplane Collection,2,110604073.0,60607188.5
"Pagnol, Childhood's Memories",2,0.0,1899272.0
Dead Snow Collection,2,2022135.0,0.0
Allan Quatermain Collection,2,238227.0,325469874.0
Garfield Collection,2,342506798.0,0.0
Dark Planet Collection,2,27708716.0,10566543.5
The Collector Collection,2,120842058.0,37755561.5
Rest Stop Collection,2,0.0,0.0
My Bloody Valentine Collection,2,100734718.0,56093861.0
Inspector Gadget Collection,2,0.0,0.0
Beastmaster Collection,2,14925853.0,32784934.5
House on Haunted Hill Collection,2,40846082.0,9098738.5
On Any Sunday Collection,2,0.0,235046086.5
Dennis the Menace Collection,2,117270765.0,0.0
King of the Zombies Collection,2,0.0,0.0
The Best Man Collection,2,106198975.0,0.0
The Guyver Collection,2,0.0,0.0
Che Collection,2,0.0,14287539.0
Zapped Collection,2,0.0,9246181.0
Zoolander Collection,2,116749981.0,0.0
The Haunting in Connecticut Collection,2,77527732.0,0.0
Marley & Me Collection,2,244082376.0,488454270.0
Blue Collar Comedy Tour Collection,2,604856.0,74522256.5
Omega Code Series,2,2400000.0,96408.0
Penitenciaría - Colección,2,0.0,5022651.0
My Girl Collection,2,0.0,0.0
The Mesrine Collection,2,31055440.0,6828259.5
Mall Cop Collection,2,290890373.0,55313982.5
Afro Samurai Collection,2,0.0,216531381.5
G.I. Joe (Live-Action) Collection,2,674345295.0,0.0
Love Hina Collection,2,0.0,0.0
Guinea Pig Collection,2,0.0,0.0
Onomichi Trilogy,2,0.0,0.0
Elektra Luxx Collection,2,18107.0,0.0
Fritz the Cat Collection,2,0.0,464371649.0
Sex and Zen Collection,2,396003.0,0.0
Ma and Pa Kettle Collection,2,0.0,2800000.0
Hot Tub Time Machine Collection,2,76886913.0,0.0
How to Train Your Dragon Collection,2,1104001807.0,295897468.0
Clash of the Titans Collection,2,533713139.0,126000.0
Kick-Ass Collection,2,156888903.0,224000000.0
The Moment After Collection,2,0.0,0.0
Tooth Fairy Collection,2,112462508.0,0.0
Bananas!* Collection,2,0.0,0.0
Panda! Go Panda! Collección,2,0.0,0.0
Analyze Collection,2,231888793.0,63245813.0
Stray Cat Rock Collection,2,0.0,383195451.5
48 Hrs. Collection,2,232387482.0,0.0
Westworld Collection,2,0.0,0.0
