,Franchise,Movie_Count,revenue,ganancia_promedio_por_franquicia
512,The Little Mermaid Collection,3.0,222300000.0,1366666.67
513,The Lord of the Rings Collection,3.0,2916544743.0,3345796.67
514,Addams Family Collection,3.0,240421469.0,0.0
515,Ocean's Collection,3.0,1124774054.0,0.0
516,Parent Trap Collection,3.0,0.0,0.0
517,Mimic Collection,3.0,25480490.0,0.0
518,The Bad New Bears Collection,3.0,54427642.0,0.0
519,The Lord of the Rings Animated Collection,3.0,30471420.0,2161321.0
520,The Santa Clause Collection,3.0,447188544.0,0.0
521,Pee-wee's Collection,3.0,56062662.0,0.0
522,Blade Collection,3.0,415098928.0,0.0
523,Center Stage Collection,3.0,17200925.0,0.0
524,Three Colors Collection,3.0,0.0,65661748.67
525,National Lampoon’s Van Wilder Collection,3.0,44361991.0,1051448.67
526,Smokey and the Bandit Collection,3.0,198549004.0,0.0
527,Men In Black Collection,3.0,1655236118.0,8345965.67
528,The Three Mothers Collection,3.0,54947.0,172804822.33
529,The Brave Little Toaster Collection,3.0,0.0,0.0
530,Problem Child Collection,3.0,0.0,545581590.0
531,"Oh, God! Collection",3.0,41687243.0,0.0
532,The Gods Must Be Crazy Collection,3.0,60000000.0,0.0
533,Lost Boys Collection,3.0,32222567.0,0.0
534,Conan the Barbarian Collection,3.0,186062718.0,0.0
535,Beverly Hills Cop Collection,3.0,735534503.0,0.0
536,When a Stranger Calls Collection,3.0,66966987.0,0.0
537,Bridget Jones Collection,3.0,534085235.0,0.0
538,Legally Blonde Collection,3.0,266689521.0,0.0
539,Candyman Collection,3.0,39732693.0,39891791.67
540,Cannonball Run Collection,3.0,103335013.0,82389352.0
541,The Musketeers Collection,3.0,0.0,0.0
542,Look Who's Talking Collection,3.0,296000000.0,1047587.67
543,All Dogs Go to Heaven Collection,3.0,35720705.0,0.0
544,K-9 Collection,3.0,78247647.0,12695259.33
545,Zorro Collection,3.0,392688588.0,178247358.0
546,Basket Case Collection,3.0,0.0,0.0
547,Ghost in the Shell Collection,3.0,12077365.0,24729892.33
548,Poltergeist Collection,3.0,177340665.0,0.0
549,Cyborg Collection,3.0,10166459.0,0.0
550,Teenage Mutant Ninja Turtles (Original) Collection,3.0,322000000.0,34272414.33
551,The Skulls Collection,3.0,35007180.0,0.0
552,The Apu Collection,3.0,722579.0,2569122475.0
553,Warlock Collection,3.0,0.0,17534.67
554,Batman (DC Universe Animated) Collection,3.0,5617391.0,0.0
555,"Honey, I Shrunk the Kids Collection",3.0,281386624.0,0.0
556,Creepshow Collection,3.0,35028755.0,0.0
557,Witch Mountain Collection,3.0,36393000.0,0.0
558,"Monsters, Inc. Collection",3.0,1306375863.0,14614137.33
559,Re-Animator Collection,3.0,2023414.0,0.0
560,Alienation Trilogy,3.0,0.0,0.0
561,Joy Ride Collection,3.0,36642838.0,0.0
562,Wild Things Collection,3.0,67200000.0,0.0
563,The Mighty Ducks Collection,3.0,119317844.0,86569016.67
564,Predator Collection,3.0,281604679.0,18621574.33
565,Dexter Riley Collection,3.0,0.0,444928.67
566,The Godfather Collection,3.0,429375314.0,0.0
567,Major League Collection,3.0,83995773.0,0.0
568,Henry Fool Collection,3.0,1334786.0,0.0
569,Stuart Little Collection,3.0,470092173.0,22000668.0
570,Aladdin Collection,3.0,504050219.0,3558731.33
571,Slap Shot Collection,3.0,28000000.0,0.0
572,Naked Gun Collection,3.0,216819186.0,0.0
573,Cube Collection,3.0,501818.0,0.0
574,Free Willy Collection,3.0,153698625.0,2333333.33
575,Living Trilogy,3.0,0.0,24699982.67
576,The Slumber Party Massacre Collection,3.0,0.0,60644401.0
577,Care Bears Collection,3.0,2608000.0,63404485.0
578,Creature From The Black Lagoon (Universal Series),3.0,1300000.0,304919623.67
579,Barbershop Collection,3.0,195882105.0,10903141.0
580,Big Momma's House Collection,3.0,395833914.0,20882254.33
581,Teenage Apocalypse Trilogy,3.0,27354.0,93795541.33
582,Mexico Trilogy,3.0,125631947.0,21525205.33
583,Rush Hour Collection,3.0,849734899.0,1999588.33
584,Bad Boys Collection,3.0,414746580.0,0.0
585,The Neverending Story Collection,3.0,36442475.0,0.0
586,The Ring Collection,3.0,493881361.0,74890119.0
587,From Dusk Till Dawn Collection,3.0,25836616.0,0.0
588,Friday Collection,3.0,121570081.0,38732818.33
589,The Decline of Western Civilization Collection,3.0,0.0,104949663.0
590,Qatsi Collection,3.0,2326424.0,25628971.0
591,The Art of War Collection,3.0,30199105.0,0.0
592,The Mummy Collection,3.0,1250027401.0,277200853.67
593,Porky's Collection,3.0,180006429.0,3179632.33
594,Enter the Ninja Collection,3.0,13168027.0,8795333.33
595,The Matrix Collection,3.0,1627105295.0,5609848.33
596,Cruel Intentions Collection,3.0,75902208.0,0.0
597,The BRD Collection,3.0,0.0,4606060.33
598,Ace Ventura Collection,3.0,319602929.0,13615360.67
599,The Fly (1958 series),3.0,3000000.0,0.0
600,Missing in Action Collection,3.0,39761759.0,0.0
601,Balto Collection,3.0,11348324.0,368000602.33
602,Crocodile Dundee Collection,3.0,607248390.0,0.0
603,Heart of Gold Collection,3.0,43842412.0,55196082.0
604,Back to the Future Collection,3.0,957637345.0,0.0
605,Quatermass (Hammer series),3.0,0.0,0.0
606,xXx Collection,3.0,694669972.0,191206.0
607,Shiloh Collection,3.0,0.0,0.0
608,The Man With No Name Collection,3.0,35500000.0,0.0
609,Dumb and Dumber Collection,3.0,456379899.0,0.0
610,Evil Dead Collection,3.0,35323044.0,1072236184.33
611,War Trilogy,3.0,0.0,0.0
612,Ghostbusters Collection,3.0,739754714.0,0.0
613,Urban Legend,3.0,111101957.0,0.0
614,Before... Collection,3.0,32704489.0,0.0
615,Psycho Collection,3.0,81206606.0,0.0
616,Blair Witch Collection,3.0,293172994.0,0.0
617,Dungeons & Dragons Collection,3.0,15185241.0,0.0
618,Tetsuo Collection,3.0,0.0,0.0
619,Spider-Man Collection,3.0,2496346518.0,0.0
620,Tarzan (Animation) Collection,3.0,448000000.0,0.0
621,The Substitute Collection,3.0,0.0,0.0
622,Meet the Parents Collection,3.0,1157737569.0,0.0
623,Austin Powers Collection,3.0,675279506.0,0.0
624,Barrytown Trilogy,3.0,0.0,402217067.67
625,Rugrats Collection,3.0,100491786.0,661244603.33
626,Captain America 1979 Classic Collection,2.0,0.0,4354466.0
627,Now You See Me Collection,2.0,452600231.0,0.0
628,Hotel Transylvania Collection,2.0,831602561.0,0.0
629,Carmina - Colección,2.0,0.0,100656500.5
630,Sinister Collection,2.0,130594457.0,0.0
631,Evil Bong Collection,2.0,0.0,22217219.5
632,Bleach (Collection),2.0,0.0,0.0
633,The X-Files Collection,2.0,257567747.0,107366675.5
634,Tengen Toppa Gurren Lagann Collection,2.0,0.0,0.0
635,"F*ck You, Goethe Collection",2.0,83027924.0,1212273773.5
636,The Conjuring Collection,2.0,638170149.0,4067515.5
637,Mulan Collection,2.0,304320254.0,0.0
638,Manuale d'amore - Collezione,2.0,0.0,0.0
639,French Connection Collection,2.0,53643201.0,0.0
640,Planes Collection,2.0,370954499.0,0.0
641,Young Guns Collection,2.0,44726644.0,0.0
642,Trapped in the Closet,2.0,0.0,13862000.0
643,Les Mystères de l'ouest (Collection),2.0,0.0,0.0
644,101 Dalmatians (Live-Action) Collection,2.0,504301065.0,190243335.5
645,The Saint Collection,2.0,118063304.0,203058416.0
646,Dabangg Collection,2.0,0.0,3553485119.5
647,Ride Along Collection,2.0,278825135.0,48444999.0
648,We Are From The Future Collection,2.0,8910819.0,61160227.5
649,Grease Collection,2.0,196985246.0,0.0
650,George of the Jungle Collection,2.0,0.0,64916194.5
651,The Odd Couple Collection,2.0,44527234.0,15493847.5
652,Gor Collection,2.0,0.0,0.0
653,... Has Fallen Collection,2.0,366780087.0,0.0
654,Le Cœur des Hommes,2.0,0.0,0.0
655,Count Yorga Collection,2.0,0.0,130150774.0
656,The Three Brothers Collection,2.0,0.0,160330802.0
657,McHale's Navy Collection,2.0,4529843.0,0.0
658,Don Collection,2.0,0.0,0.0
659,Race Collection,2.0,0.0,228697410.0
660,Nick Carter Collection,2.0,0.0,0.0
661,The Angel Collection,2.0,0.0,18321419.0
662,Seventh Company Collection,2.0,0.0,0.0
663,Tai Chi Collection,2.0,0.0,195013471.0
664,Turbulence Collection,2.0,11466088.0,0.0
665,Man of Steel Collection,2.0,1536105712.0,0.0
666,Bullit & Riper Collection,2.0,0.0,1515742071.5
667,A Haunted House Collection,2.0,60141683.0,2577662.5
668,Batman: The Dark Knight Returns Collection,2.0,0.0,0.0
669,Frozen Collection,2.0,1274219009.0,0.0
670,The Sentimental Swordsman Collection,2.0,0.0,39123823.5
671,Jack Reacher Collection,2.0,380486671.0,0.0
672,The Man with the Iron Fists Collection,2.0,15608545.0,0.0
673,Mr. Bean Collection,2.0,480949014.0,0.0
674,Fearless Hyena Collection,2.0,0.0,0.0
675,Brother Collection,2.0,0.0,0.0
676,Dick Tracy 1940s Collection,2.0,0.0,65011723.5
677,King Kong (1976 series),2.0,95325665.0,0.0
678,Klovn,2.0,0.0,0.0
679,King Kong (1933 series),2.0,10000000.0,0.0
680,Outrage Collection,2.0,0.0,78444451.5
681,Stepford Collection,2.0,0.0,7973858.5
682,Elizabeth Collection,2.0,156388205.0,82500.0
683,Napapiirin sankarit,2.0,0.0,0.0
684,Mechanic Collection,2.0,176800442.0,166554230.5
685,Vampires Collection,2.0,0.0,0.0
686,Dead Space Collection,2.0,0.0,0.0
687,The Thing Collection,2.0,47758430.0,0.0
688,New Kids Collection,2.0,8786756.0,0.0
689,Daffy Duck Movie Collection,2.0,0.0,0.0
690,Rio Collection,2.0,984824195.0,100978844.0
691,Benvenuti al... Collection,2.0,100584679.0,5000000.0
692,Eye of the Dolphin Collection,2.0,71904.0,47662832.5
693,Rosemary's Baby Collection,2.0,33395426.0,0.0
694,Philo Vance Collection,2.0,0.0,207175773.0
695,Horrible Bosses Collection,2.0,224670357.0,0.0
696,Dhamaal Collection,2.0,0.0,0.0
697,Henry: Portrait of a Serial Killer Collection,2.0,0.0,0.0
698,The Secret Of NIMH Collection,2.0,14665733.0,0.0
699,Garfield Holiday Celebrations,2.0,0.0,0.0
700,Fletch Collection,2.0,94763848.0,0.0
701,La Classe Américaine & Cie,2.0,0.0,0.0
702,Romancing the Stone Collection,2.0,183345438.0,0.0
703,Grown Ups Collection,2.0,518414467.0,21500000.0
704,Little Nicholas Collection,2.0,0.0,0.0
705,Piranha 3D Collection,2.0,91681893.0,711455.0
706,The Fly Collection,2.0,99532338.0,0.0
707,The President's Man Collection,2.0,0.0,0.0
708,The Last Exorcism Collection,2.0,82917392.0,0.0
709,Gasland Collection,2.0,0.0,909303833.0
710,Machete Collection,2.0,46336060.0,0.0
711,Tarzan (Lex Barker series),2.0,0.0,19704595.5
712,Vampires Suck Collection,2.0,80547866.0,5371883.5
713,Men in the City Collection,2.0,0.0,0.0
714,Superman / Batman (Animated) Collection,2.0,0.0,0.0
715,The Gate Collection,2.0,0.0,0.0
716,Monsters Collection,2.0,4242978.0,0.0
717,Korengal Valley Documentaries,2.0,1422910.0,13687192.0
718,RED Collection,2.0,71664962.0,0.0
719,Cocoon Collection,2.0,110338043.0,0.0
720,Sammy's Adventure Collection,2.0,0.0,46800000.0
721,The Riffs Trilogy,2.0,0.0,0.0
722,The Bill Douglas Trilogy,2.0,0.0,28435207.0
723,Tangled Collection,2.0,591794936.0,0.0
724,Charlotte's Web Collection,2.0,0.0,0.0
725,Gantz Collection,2.0,0.0,0.0
726,Fright Night (Reboot) Collection,2.0,24922237.0,0.0
727,Stake Land Collection,2.0,33245.0,0.0
728,Eden of the East Collection,2.0,0.0,0.0
729,Jingle All the Way Collection,2.0,129832389.0,0.0
730,The Raid Collection,2.0,6732396.0,0.0
731,Gamma One Collection,2.0,0.0,0.0
732,La trilogie de la mort – Nacho Cerda,2.0,0.0,0.0
733,Bambi Collection,2.0,267447150.0,0.0
734,Best Exotic Marigold Hotel Collection,2.0,222814422.0,133344760.5
735,Flubber Collection,2.0,0.0,0.0
736,Think Like a Man Collection,2.0,166251935.0,0.0
737,Three Steps Above Heaven Collection,2.0,0.0,0.0
738,Boys Love Collection,2.0,0.0,0.0
739,Largo Winch Collection,2.0,0.0,0.0
740,The Huntsman Collection,2.0,561202163.0,5408781.0
741,Prometheus Collection,2.0,635550385.0,0.0
742,The Pact Collection,2.0,0.0,0.0
743,A Few Best Men Collection,2.0,29131311.0,0.0
744,The Poseidon Adventure Collection,2.0,84563118.0,0.0
745,Ted Collection,2.0,766390903.0,0.0
746,Elling Collection,2.0,0.0,0.0
747,The Amazing Spider-Man Collection,2.0,1457933289.0,477618621.5
748,The Gremlins Collection,2.0,194565309.0,0.0
749,Jump Street Collection,2.0,390026942.0,6000000.0
750,Goon Collection,2.0,6483963.0,0.0
751,The Dead Collection,2.0,0.0,0.0
752,Singham Collection,2.0,25034000.0,0.0
753,Birdemic Collection,2.0,0.0,0.0
754,TRON Collection,2.0,433062763.0,72885763.5
755,The Inbetweeners Collection,2.0,88025781.0,0.0
756,"Fat, Sick & Nearly Dead",2.0,0.0,0.0
757,Masti Collection,2.0,47000000.0,0.0
758,Ironclad Collection,2.0,0.0,0.0
759,The Avengers Collection,2.0,2924961604.0,85567730.0
760,Splash Collection,2.0,69821334.0,0.0
761,The Rescuers Collection,2.0,118647330.0,0.0
762,Peter Pan Collection,2.0,197267333.0,0.0
763,Kokowääh Filmreihe,2.0,43000000.0,0.0
764,101 Dalmatians (Animated) Collection,2.0,215880014.0,0.0
765,Lady and the Tramp Collection,2.0,93600000.0,148000000.0
766,The Jungle Book Collection,2.0,341523612.0,0.0
767,Born To Race Collection,2.0,0.0,811082.0
768,Dolphin Tale Collection,2.0,147828930.0,16111283.5
769,Cat Run Collection,2.0,0.0,0.0
770,Grave Encounters Collection,2.0,0.0,0.0
771,Detective Dee Collection,2.0,124011068.0,0.0
772,The Woman in Black Collection,2.0,154232059.0,9655275.0
773,Iron Sky Collection,2.0,8135031.0,8925355.5
774,Babysitting,2.0,0.0,0.0
775,Teen Beach Collection,2.0,0.0,0.0
776,Phobia Collection,2.0,0.0,0.0
777,Burnout Collection,2.0,0.0,0.0
778,The Crossing Collection,2.0,0.0,0.0
779,Snow Collection,2.0,0.0,0.0
780,Twitches Collection,2.0,0.0,0.0
781,Robert,2.0,0.0,0.0
782,The Falcon Series,2.0,0.0,23168030.0
783,Little Witch Academia Collection,2.0,0.0,0.0
784,Das Sams Collection,2.0,0.0,0.0
785,El pico - Colección,2.0,2264522.0,0.0
786,Baby Burlesks,2.0,0.0,269844695.5
787,The Underdog Knight Collection,2.0,0.0,1128527196.5
788,The Lego Movie Collection,2.0,781111076.0,0.0
789,Detective K Collection,2.0,0.0,0.0
790,The Mask Collection,2.0,351583407.0,0.0
791,The Flintstones (Live-Action) Collection,2.0,401099483.0,144867314.0
792,Adventures of Mowgli,2.0,0.0,0.0
793,Hornblower Collection,2.0,0.0,2583170.0
794,Flying Guillotine Collection,2.0,0.0,41997886.5
795,Wizards of Waverly Place Collection,2.0,0.0,145445186.5
796,Wallander (Rolf Lassgård),2.0,0.0,304920818.5
797,Parasyte Collection,2.0,0.0,0.0
798,The Bridge,2.0,0.0,768052856.0
799,Santa Baby Collection,2.0,0.0,0.0
800,Moskva-Kassiopeya Collection,2.0,0.0,0.0
801,"Hard Revenge, Milly Collection",2.0,0.0,0.0
802,Library Wars Collection,2.0,0.0,23236811.0
803,Saheb Biwi Aur Gangster Collection,2.0,0.0,0.0
804,Bhoothnath Collection,2.0,0.0,0.0
805,Bad Kids Collection,2.0,0.0,0.0
806,Hot Shots! Collection,2.0,314848989.0,0.0
807,Hard Target Collection,2.0,74189677.0,122041188.0
808,Love in a... Collection,2.0,0.0,0.0
809,The Fugitive / U.S. Marshals Collection,2.0,471243165.0,0.0
810,The Endless Summer Collection,2.0,0.0,23500000.0
811,Kusswechsel Filmreihe,2.0,0.0,21983627.5
812,City Slickers Collection,2.0,179033791.0,0.0
813,Bahubali Collection,2.0,330000000.0,2264921.5
814,Lavalantula Collection,2.0,0.0,64521435.5
815,Stakeout Collection,2.0,0.0,0.0
816,Scuola di ladri - Collezione,2.0,0.0,88400221.0
817,Descendants Collection,2.0,0.0,578868784.5
818,Mobile Suit Gundam Collection,2.0,0.0,0.0
819,Calcutta Trilogy,2.0,0.0,0.0
820,Street Fighter,2.0,112187722.0,0.0
821,Attack on Titan Collection,2.0,0.0,827618059.0
822,Timecop Collection,2.0,101646581.0,0.0
823,Speed Collection,2.0,514956211.0,0.0
824,The Vampire Chronicles,2.0,269143718.0,62815973.5
825,A Goofy Movie Collection,2.0,35348597.0,0.0
826,We Were Here,2.0,0.0,0.0
827,Brooklyn Cigar Store Collection,2.0,9624430.0,0.0
828,DC Super Hero Girls Collection,2.0,0.0,0.0
829,식객 시리즈,2.0,0.0,0.0
830,The Lawnmower Man Collection,2.0,34510225.0,12740245.0
831,Pocahontas Collection,2.0,346079773.0,0.0
832,Mortal Kombat Collection,2.0,173572781.0,36218219.5
833,Babe Collection,2.0,323266770.0,106000000.0
834,Karlson Collection,2.0,0.0,19880879.5
835,Chili Palmer Collection,2.0,210327738.0,1389488997.5
836,John Pinette Collection,2.0,0.0,0.0
837,Epoch Collection,2.0,0.0,0.0
838,Shadow Boxing Collection,2.0,19434733.0,0.0
839,Mommies Collection,2.0,11666088.0,0.0
840,"All inclusive, или все включено (Коллекция)",2.0,0.0,5833044.0
841,Облако-рай (Коллекция),2.0,0.0,0.0
842,The Aum Shinrikyo Collection,2.0,0.0,0.0
843,Dark World Collection,2.0,2118871.0,2121489.0
844,Hooked Collection,2.0,5998765.0,653187931.5
845,Psy Collection,2.0,0.0,86786390.5
846,Father of the Bride Collection,2.0,165904691.0,0.0
847,Что Творят мужчины! (Коллекция),2.0,0.0,0.0
848,Mister Blot Collection,2.0,0.0,0.0
849,Screamers Collection,2.0,5781885.0,0.0
850,Detective Conan Collection,2.0,0.0,240474507.0
851,Klassefesten (Samling),2.0,0.0,0.0
852,Sherlock Holmes: The Golden Years Collection,2.0,0.0,0.0
853,Witchcraft Collection,2.0,0.0,0.0
854,Clerks Collection,2.0,30039506.0,0.0
855,Burnt by the Sun Trilogy,2.0,2616503.0,0.0
856,Fimfárum (kolekce),2.0,0.0,0.0
857,All Stars Collectie,2.0,0.0,152160127.0
858,Thumbs! Collection,2.0,0.0,0.0
859,Under Siege Collection,2.0,260887222.0,0.0
860,Feluda Collection,2.0,0.0,228833647.5
861,Teen Titans Collection,2.0,0.0,50367359.0
862,Billa Collection,2.0,0.0,0.0
863,Tognazzi & Vianello Collection,2.0,0.0,0.0
864,Síť (kolekce),2.0,110627965.0,0.0
865,Power Rangers Collection,2.0,83979739.0,0.0
866,Animation Runner Kuromi (OAV collection),2.0,0.0,0.0
867,Megazone 23 Collection,2.0,0.0,0.0
868,M.D. Geist Collection,2.0,0.0,0.0
869,Little Forest Collection,2.0,0.0,0.0
870,The Bremen Town Musicians (Collection),2.0,0.0,0.0
871,Circuitry Man Collection,2.0,0.0,0.0
872,Big Man Collection,2.0,0.0,0.0
873,Un éléphant ça trompe énormément,2.0,0.0,0.0
874,The Secret Garden Collection,2.0,0.0,0.0
875,1920 Collection,2.0,0.0,0.0
876,The Shadow Collection,2.0,48063435.0,108409593.0
877,Cowgirls n' Angels Collection,2.0,120680.0,0.0
878,8MM Collection,2.0,96618699.0,107868105.0
879,Ski School Collection,2.0,0.0,0.0
880,Painted Skin Collection,2.0,0.0,8661068.0
881,Best of the Best Collection,2.0,6500000.0,161434360.5
882,Les Tuche,2.0,0.0,22180995.5
883,The Water of the Hills Collection,2.0,0.0,402407531.0
884,Ringo Collection,2.0,0.0,0.0
885,Basic Instinct Collection,2.0,391556702.0,0.0
886,Anche gli angeli - Collezione,2.0,0.0,18065000.0
887,Trilogy Marseillaise,2.0,0.0,188457960.5
888,L'allenatore nel pallone - Collezione,2.0,10743767.0,0.0
889,Weekend at Bernie's Collection,2.0,30218387.0,0.0
890,Dirty Dancing Collection,2.0,241639290.0,0.0
891,Freeway Collection,2.0,0.0,20813715.5
892,V: The Collection,2.0,0.0,4393378.0
893,The Fox and the Hound Collection,2.0,29800000.0,0.0
894,Caballeros Collection,2.0,0.0,668505646.5
895,Winnetou Collection,2.0,0.0,1554952.0
896,Tom Thorne Collection,2.0,0.0,8500000.0
897,The Shaggy Dog Collection,2.0,0.0,50038171.0
898,The Amazing Colossal Man Duology,2.0,0.0,0.0
899,Cyborg Cop Trilogy,2.0,0.0,0.0
900,The Blues Brothers Collection,2.0,129281274.0,0.0
901,Davy Crockett Collection,2.0,0.0,0.0
902,Ouija Collection,2.0,185296017.0,0.0
903,Contracted Collection,2.0,0.0,2385145.5
904,Carrie Collection,2.0,51562705.0,0.0
905,My Mom is a Character Collection,2.0,0.0,0.0
906,Ocho apellidos - Colección,2.0,0.0,0.0
907,Torchy Blane,2.0,0.0,226300115.5
908,Belle et Sébastien,2.0,0.0,0.0
909,Prudence et Bélisaire Beresford Collection,2.0,0.0,1113583.5
910,The Blob Collection,2.0,0.0,0.0
911,God's Not Dead Collection,2.0,53296567.0,0.0
912,Fantasia Collection,2.0,174194570.0,562387027.0
913,Neighbors Collection,2.0,376915921.0,0.0
914,Guardians of the Galaxy Collection,2.0,1636744770.0,20843621.5
915,Detective Collection,2.0,0.0,0.0
916,Teenage Mutant Ninja Turtles (Remake) Collection,2.0,722823848.0,0.0
917,Antboy Collection,2.0,0.0,0.0
918,The Durango Kid,2.0,0.0,0.0
919,The Maze Runner Collection,2.0,659576787.0,1200000.0
920,Madicken,2.0,0.0,0.0
921,John Wick Collection,2.0,260301548.0,30883348.0
922,The Jake Gittes Collection,2.0,40000000.0,1100563.0
923,The Sting Collection,2.0,165963399.0,0.0
924,Santas Paw,2.0,0.0,59603536.5
925,Kenny Rogers Legend Of The Gambler,2.0,0.0,5638520.5
926,Ghost in the Shell: Stand Alone Complex,2.0,0.0,0.0
927,The Little Polar Bear Collection,2.0,0.0,98654513.5
928,Lucky Luke (Animation) Collection,2.0,0.0,27333977.0
929,Erkan & Stefan Filmreihe,2.0,4508104.0,0.0
930,Seven Dwarfs Collection,2.0,0.0,0.0
931,Ants in the Pants Collection,2.0,0.0,0.0
932,Dead Rising Collection,2.0,0.0,0.0
933,Hardbodies Collection,2.0,0.0,92648008.5
934,Space Dogs,2.0,6500000.0,0.0
935,The War of Flower Collection,2.0,0.0,0.0
936,Munna Bhai Collection,2.0,0.0,0.0
937,Heavy Metal Collection,2.0,0.0,0.0
938,Homeward Bound Collection,2.0,32709423.0,0.0
939,Beauty and the Beast Collection,2.0,377350553.0,0.0
940,Barbie A Mermaid Tale Collection,2.0,31930745.0,203801453.0
941,Barbie Mariposa Collection,2.0,0.0,0.0
942,Hera Pheri Collection,2.0,0.0,0.0
943,Bulldog Drummond (Richard Johnson) Collection,2.0,0.0,0.0
944,Sarkar Collection,2.0,5900000.0,0.0
945,Cetto La Qualunque - Collezione,2.0,8927600.0,0.0
946,The Brady Bunch Collection,2.0,0.0,0.0
947,Tanu Weds Manu Collection,2.0,252000.0,18738.0
948,Johnny Tsunami Collection,2.0,0.0,441924283.5
949,Girl's on Top Collection,2.0,0.0,0.0
950,Spiders - Collection,2.0,0.0,0.0
951,The Apple Dumpling Gang Collection,2.0,0.0,0.0
952,The Happy Hooker Collection,2.0,0.0,0.0
953,The Space Odyssey Series,2.0,109100657.0,28031331.0
954,Tarzan (Gordon Scott series),2.0,0.0,0.0
955,"Impy, the small dinosaur Collection",2.0,0.0,0.0
956,Unstable Fables Collection,2.0,0.0,0.0
957,Fifty Shades Collection,2.0,949833622.0,200537980.0
958,Escape From ... Collection,2.0,92522065.0,37280960.0
959,Sunes samtliga Resor,2.0,0.0,98633666.5
960,Lotta,2.0,0.0,9635660.0
961,Borsalino Collection,2.0,3.0,35343714.5
962,The Nutty Professor Collection,2.0,252077290.0,0.0
963,Family Guy Presents Collection,2.0,0.0,0.0
964,The Hunchback of Notre Dame Collection,2.0,100138851.0,0.0
965,Independence Day Collection,2.0,1206651203.0,0.0
966,Hercules (Lou Ferrigno) Collection,2.0,10676194.0,45840946.5
967,Trainspotting Collection,2.0,57903789.0,0.0
968,Lilla Jönsonligan Collection,2.0,0.0,2260788413.0
969,The Arrival Collection,2.0,14048372.0,0.0
970,ДухLess (Коллекция),2.0,13218980.0,201428310.0
971,Mardock Scramble Collection,2.0,0.0,185477249.5
972,Cardcaptor Sakura Collection,2.0,0.0,781706357.0
973,Gwendolyn Shepherd Collection,2.0,0.0,41644322.0
974,The Hustler Collection,2.0,59893982.0,173039886.5
975,Magic Mike Collection,2.0,289734628.0,0.0
976,The Hitcher (1986) Collection,2.0,5844868.0,349150398.0
977,Nanny McPhee Collection,2.0,215736210.0,152321618.5
978,The Dentist Collection,2.0,0.0,61772134.0
979,The Legend Collection,2.0,6924581.0,88670332.5
980,District 13 Collection,2.0,18370506.0,90003214.5
981,The Cell Collection,2.0,104155843.0,41989869.5
982,Hoodwinked! Collection,2.0,64575616.0,140802339.5
983,Project A Collection,2.0,0.0,0.0
984,Pumpkinhead Collection,2.0,4385516.0,0.0
985,The Tall Blond Man Collection,2.0,0.0,0.0
986,The Comedians Of Comedy Collection,2.0,0.0,16137995.5
987,Havoc Collection,2.0,0.0,317775192.5
988,The Pink Panther (Steve Martin) Collection,2.0,75871032.0,0.0
989,Gator Collection,2.0,0.0,0.0
990,Hollow Man Collection,2.0,190213455.0,0.0
991,Nekromantik Collection,2.0,0.0,40603303.0
992,Pulse Collection,2.0,29907685.0,0.0
993,"Heaven, Hell and Purgatory Collection",2.0,0.0,6473940.0
994,Johnny English Collection,2.0,320661604.0,0.0
995,Django - Original films,2.0,17277.0,14953842.5
996,La cage aux folles,2.0,27374384.0,0.0
997,The Hills Have Eyes (Original) Collection,2.0,25000000.0,2192758.0
998,Ultimate Avengers Collection,2.0,14600000.0,0.0
999,Blue Crush Collection,2.0,51842679.0,0.0
1000,Miss Congeniality Collection,2.0,212000000.0,0.0
1001,The Emperor's New Groove Collection,2.0,169327687.0,1163212.0
1002,Wall Street Collection,2.0,178596090.0,0.0
1003,The Sisterhood of the Traveling Pants Collection,2.0,83405478.0,20427709.5
1004,My Friends Collection,2.0,0.0,0.0
1005,Fantastic Four Collection,2.0,619627482.0,35832481.0
1006,"Crouching Tiger, Hidden Dragon Collection",2.0,213525736.0,0.0
1007,Nobody Collection,2.0,0.0,0.0
1008,The Dukes Of Hazzard Collection,2.0,110803676.0,0.0
1009,Agent Cody Banks Collection,2.0,87614809.0,0.0
1010,Charlie's Angels Collection,2.0,523281333.0,363936618.5
1011,Waiting Collection,2.0,18637690.0,0.0
1012,Into the Blue Collection,2.0,44434439.0,0.0
1013,976-EVIL Collection,2.0,2955917.0,0.0
1014,The Sorority House Massacre Collection,2.0,0.0,1011707.0
1015,Wolf Creek Collection,2.0,37393092.0,50936912.5
1016,The Descent Collection,2.0,0.0,77425747.5
1017,The Wild Geese Collection,2.0,0.0,124436917.0
1018,Election Collection,2.0,0.0,0.0
1019,The Hills Have Eyes (Reboot) Collection,2.0,69623713.0,0.0
1020,Emil i Lönneberga,2.0,0.0,0.0
1021,Happily N'Ever After Collection,2.0,38085778.0,616710863.5
1022,OSS 117 Collection,2.0,0.0,0.0
1023,Reeker Collection,2.0,0.0,0.0
1024,She Collection,2.0,0.0,11748565.5
1025,Nevada Smith Collection,2.0,0.0,11321016.5
1026,Breakin' Collection,2.0,0.0,0.0
1027,Another Gay Movie Collection,2.0,745327.0,0.0
1028,A Man Called Horse Collection,2.0,0.0,0.0
1029,Loose Change Collection,2.0,0.0,139412567.5
1030,The Lost Skeleton Collection,2.0,0.0,0.0
1031,Happy Feet Collection,2.0,534742074.0,0.0
